tweet,sentiment
It`s Mother`s Day! Went out to lunch to celebrate and then went shopping for a gift for my mom,1
"'Updating Maven Dependencies' I know this is a good thing, but would be better if it happened when I was asleep",1
"ok all, bedtime for this bonzo! i just got done with my math homework and my brain is done for the day. Nite nite  have a great day!",1
"Oh, final msg - Why didn`t you review my boardgame Bookchaseï¿½ when you were on telly? We didn`t even get a nice letter..",0
"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)",1
Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books so much!!! Which one to read next??? hmmm...,1
_ritz thnx sweetie  how r u this evening? xo,1
"under a week delivery to OZ, awesome product, awesome prices. The parcel today made my day",1
nope not really only a sweatshirt.  oh and these really really awesome doughnuts haha,1
Finally sunny days and I`m too sick to go outside and play.,0
Yay for Block Party!  You`re the BOMB! Blockheads <3 Dave!   Thanks for supporting NKOTB!,1
thank you! Marc Jacobs thou ....love limited too,1
"I love U2! Lol, I you ever need a slow but good audiobook Oliver Twist is a one I`ve been listening to lately.",1
"just came back from seeing the boat that rocked, it was an amazingly cool movie, definitely getting it on DVD once its out",1
"yay, just got my stuff from rygegrej.dk  Perfect tastes like banana and apple",1
Just five more days. Five more long days. Ahh!,1
"is suffering from hayfever, is drowsy from too much Piriton, and is heading to bed with the air purifier on",0
#BGT  Piers shouldn`t have buzzed when the little girls were singing,0
"17 things to do, the last thing on my mind is cleaning up everyone`s cake mess",0
_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham,1
that is comedy  good luck my friend!,1
Yeahhh... thx. I figured it out,1
home alone and no one left me any gummy bears,0
"2,697 views on my FLickr Account.. Maybe is not much for you...  but I`m happy  ... YAY http://www.flickr.com/photos/bonassin/",1
i want to go to music tonight but i lost my voice.,0
that`s a brilliant idea! only one buzz though,1
No u miss me !!!!! LOL,0
wow i love how we have no headache medicine in this house.,0
Really nervous about my animal rights presentation next period,0
LMAO. Joey is mine  I cant wait to meet them in july!,1
I`m so sorry.  I don`t understand why some people expect everyone to react to these things with the same 'poise' as themselves,0
"All alone in this old house again.  Thanks for the net which keeps me alive and kicking! Whoever invented the net, i wanna kiss your hair!",1
Left Cali this morning...in Dallas now..missing my car SO MUCH!!!,0
Revamping my recording studio today and adding some nice high end outboard gear...very exited!,1
haha **** hell i know ay. **** son he`s just making trouble. we could take him.,0
i love everrything from breadtalk  i would eat the whole place if i could,1
"Sadly, I can`t view that site due to region restrictions",0
Its goin good takin it easy ths weekend  Im preparing for the big events comin up for me U girls INSPIRE me 2 do great things!!,1
oh godddd I coughed up a little bit of taco,0
Justin is SO warm! It makes me worry when they have a high fever and I go to sleep.,0
at least she doesnt try to violently hump you like my (female) dog does,1
Hadnt cried in such a long time,0
Bah! Still at work. Lol my feet hurt and my nose won`t stop running!,0
some great stuff on website today,1
i for one welcome our new cyber-criminal-overlords.,1
good luck.. Finally your long time will of panvel tweetup finally coming true..,1
"Finally, im back online! I miss my lappy. So many things to follow up. Starting with Ning... Haha.",0
http://twitpic.com/67ofz - ugh grosss,0
laundry instead of sitting here. that darn laundry keeps mocking me.,0
"My nose is chapped, yuck",0
GOD SCHOOL IS GOING TO SUCK **** NEXT YEAR!,0
That`s tonight?! Cool,1
"me & kelly share the same last name, wouldnt that be sweet if we were related",1
First Day at the new job! Yeah!,1
"A mocha at 12:30am? My, youï¿½re brave",1
http://twitpic.com/4fnaa - haha love you two girl,1
did she tell you why she hasnt? i miss my boge.,0
_Cordon LOL that split second of peace is truly amazing,1
"mmmm now you`re speaking my language! (Unfortunately, in militant diet mode-am seriously thinking of  competiton-so no TB I guess",0
disappointed she didn`t win teh glassez.,0
"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)<3 In addition,gray matters is one of the cutest movies ever!!",1
awww holly  shes so cute! i hope they let her sing again!,1
been in bed for two days with migraines,0
happy mothers day,1
On page 214 of 320 of Betrayed by P.C. Cast. really starting to enjoy this series,1
Just found out my Abuelo in Aguadilla is not doing well,0
"For the record, john mayer is freaking cool.",1
Happy Mother`s Day Mommies,1
Roscoe - Smooth Sailin` WHY DID NO ONE TELL ME ABOUT THIS SONG?????? RAP FRIENDS U HAVE FAILED ME,0
_c ive sorted it now operating system and all apps are on a seperate 60gb drive,1
Stupid competition stuff keeps getting in the way  But I am going to get some words in today if it kills me   _writes,0
_berra happy birthday!,1
ive got a headache now,0
"Trying to put down some veggie soup, and watching Bride Wars while my body recovers.  Hope I`ll spring back tomorrow",1
JUST like to clarify that I am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies,0
"eeeeep so jealous ;) I`m at work  um, how can u receive Viva? Do they broadcast it online? :plz:",0
"if you want conversation, use email/mailing lists. I`m not convinced `140 chars and less` replies are conversation",0
"wow 41,000 now....your really kickin` Carey`s butt with this competition! See you both very soon!",1
Is fighting a horrid headache with a large Vanilla Iced Coffee.,0
ohhh I remember when you gave your dad a shoutout at the mcr at MSG show last year. that was so sweet,1
The World is just amazing!,1
"Ah, finally at home in my comfy bed. Goodnight",1
haha aww ok now back to bionomial expansion  ugh! joy,0
This week has been so lonely without gossip girl xoxo,0
"No, trying to reason with it. It didn`t listen",0
"Lol. Thanks, Penny. I`m trying to believe you.",1
Sending love & respect to all the mommies out in the twitterverse! You all inspire me!!,1
"Amazing! The concert, the city, everything. It was really an awesome trip",1
Thanks! I appreciate it  I know my unsubscribe list will grow tomorrow LOL,1
"Oh yeah, Radio1 is SO playing Earth, Wind and Fire",1
Happy mother`s day to your moms.,1
Thanks! That will be you in October,1
"thanks for the follow, your family photo is beautiful  happy mother`s day to your wife!",1
at work!! Agh I really need to go with you  what days do you go so that I can add it to my schedule!,1
"Also I popped the phone open and got all that goddamn dust out, but I wore out a clip on the camera panel so I had to glue it shut",0
"Ha, yea you are so not allowed days of rest, way too many interesting ideas to incorporate into tweetdeck",1
Hope ur havin fun in da club,1
yeah it does...i had fun today...i regret not taking that cup now...it was awesome...i must find one just like it now,1
Having horrible nightmares not gonna go back to sleep,0
Subway always tastes better when some-one else pays for it  http://tinyurl.com/re5s5h,1
"ack, no can see  either.  and weird, these tweets are in my mentions, but not my timeline (oh wait, new Twitter)",0
gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....,0
Good news about the tooth!,1
yeah... WE STILL NEEDA HANG OUT! Lol. I`s glad you had a super time at the show,1
Its weird being at the guy`s house without them here. I don`t like it,0
well I ran out of beer so I left. Not sure about the ETA. Waiting waiting waiting. Bleh  Gonna be a long nite methinks.,0
"well, maybe you can always head for CNT. be sure to save some for me!",1
i think both ?s related to size depend on structures and system: hard to relay in tweet but worth blogging..good questions this am,1
So I just failed my second year of med school. I don`t know what to do or say.,0
"WOOHOO!!!!! nothing says a hot date night than a squeegee! LOL i`m watching Dora on noggin with my 2yr girl, hubs is at work",1
OPS sorry  Queen Mom,0
Good Morning Tweeters... Happy Monday!  Grab a big cup of coffee it`s a new week,1
'I SAAAAAAID!!' Haha. It kinda makes me sad though.  http://bit.ly/uJUA3,0
"_is_Rad yeah it was **** D: im so tired, i have a headache and now i have to play a game of rygby D: but ill be right  **** <33",0
"omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",0
Happy Mother`s Day!,1
has a terrible headache.  I need relief!,0
pilot to co-pilot baby we burnin` up   /i cannot stress how much this line works.,0
hehe...nice try,1
"It`s Friday and sun is shining and its quite warm already, Just walked the dog, He is so freaky  hyper",0
http://twitpic.com/66ymw I`m gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!,1
_mills  better than a spider or some type if Australian wildlife one would imagine,1
My brother just woke me up to help him with his homework. I`m not happy,0
Ugh. Kinda bored.,0
Just got done working out....relaxing than off to work,1
Yay finished my journal. Gonna go sleep now. Church tomorrow. Yay!  don`t forget it`s MOTHERS DAY!,1
"still playing wii fit LOL fun fun fun,, movies tonight ill upload photos i took today right now check next tweet",1
My bike was put on hold...should have known that.... argh total bummer,0
Still soo tired..not ready to get up for the day...work again,0
"we are at FOrt Belvoir, on base.  Hubs is stationed at the pentagon.  I cant wait for pug pups!!  I just looooove mine!",1
No but this is our poor week,0
"Also, why are paracetamol so hard to swallow? Even when the long ones are snapped in half. Ow.",0
"Well let`s be blessed together then too! Yes, I feel better, but I would be sick again though if my little was spared.",1
Hello May you have a great day,1
"it`s a modded 360, so you can`t send it back?  That Red Ring of Death sucks!  It took weeks to get mine back from Microsoft.",0
"missing my man, two months is so long to not see him",0
"No, I`m working on it all day Monday. Will try to remember to email but if you`re smart you`ll remind me.",1
is home whoott. Happy Mother`s Day Madre,1
"_Bee same here : /   Coincidently, my friend just cancelled our movie date",0
Aw I wish I was in Ireland,1
"Dude, I miss the 90`s.   btw, the name of my mix is 'Damn the man! Save the 90`s!' hahaha",0
Grrr..stupid internet connection ruined a great scrabble game,0
Its times like these that I miss Manila. I`m not feeling up to myself lately,0
dont worry im not!!! i dont get it on my tv,1
"Good luck with your breakfast search. But here in the US, I have to go to bed. lol. Goodnight David.",1
Doh. In a rush to get to the Puma Open and I just got pulled over. So sad.,0
I WISH YOU WERE GOING TOO!  are you still coming to nicoles preprom?  Can`t wait for preprom!!!!,1
I have the biggest headache ever. My photosensitivity is getting OUT OF CONTROL!! Help.,0
i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she`s disappointed in me.,0
now feels like a dork for using the wrong Ping group,0
Thanks so much!,1
how poetic.. great going.. keep them coming,1
Well what im working on isn`t QUITE ready to post about publicly (still beta testing) but its a cool new script I coded,1
"and Em, my baby, starts kindergarten.  What a crazy summer it`s going to be.",1
In a period of exams days are for study and nights for study and sleep... no funny time...,0
"good day, ya`ll! happy mom`s day!",1
I have a belly ache...,0
They wouldn`t reverse any of my overdraft fees.,0
Missin my boo,0
"Not a problem,  Glad to!",1
"Oh yeah, i`m the poorest person of all. But i shouldnt joke about that, poor other people",0
"wow, there`s still the void of whre thomas left  The heartache is never going to go away",0
anytime  that`s what Im here for *giggles*,1
http://twitpic.com/4wppe - we are one hott couple  eventho this was a few yrs ago but we still r,1
"Interesting... I never get to Etown, however.",1
"ummm, come on, for me twins and slurpees, and being in a car with the twins is going to be pretty epic!!!",1
It`s a tough life you lead!,0
@ amhzz... did u get an invite? I miss u,0
"Just found out my kitty isn`t pregnant  its a good thing though, we are going to adopt one instead",1
Just got caught in the down pour,0
bad hair day,0
You never write back babe.... my feelings are hurt,0
may the 4th be with you! HAPPY STAR WARS DAY!,1
this weekends abouttttto SUCK,0
im sadd sancha  june 18 for me is a fail  its gonna be you and chini ((((((,0
congratss to them,1
Yaay congrats Shmolan on graduating  I`m proud of you!! Have fun! <3,1
hot weather for the lose. And I have to clean too!  Cleaning in the heat sucks balls.,0
"Yay, my train is late... It starts here but it`s 15 mins late arriving from London in the first place",0
hm i`m happy but i want to join drama practice today !,1
I`m slightly disturbed by Hollyoaks tonight.  I really don`t think it`s something that should have been shown at 6.30pm...,0
"the new series of the hills was on yesterday in uk , it was amazing! you looked really pretty on your birthday too.",1
"flu or allergy??? ... Doesn`t matter, just try to squeeze my Sundayyyy",0
Gonna go to work with my honey today!!!! So exciting!!!,1
"that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones",0
It is 00:03 I`m Wrecked  I`M Hungry & I have to get up early. Not the perfect Fri night LOL night,0
Finally home after a big of travelling!! ahhhhhh now time to realx!!,1
I`m trying to sleep!!! It`s not working,0
I would love to see the sun again.  It has been raining here for 3 days now.,1
"**** it, the guys aren`t at #comet09  I hope they win though",1
Feel so depressed that I couldn`t save it... Thanks for nothing!,0
"Well yeah, the hormone things basically a given  thought he had misbehaved specifically to upset your mom and you.",0
"Yeah, I`ll probably `stop` when ALL of my stories are completely finished. That won`t be for a while though. Wide awake.",0
hmm Have to admit was a good episode and his man bag was rather fetching,1
Ahh im in love.  hes theeee best.,1
I wish I couldn`t wrap my head around it  Hopefully it`ll wake up some people that say/think 'racism doesn`t exist anymore',1
"Yeah, but you`ve got admire someone who takes job satisfaction to the Nth degree",1
****....game starts in 30 min!!,0
is waiting for the final of shipwrecked to start. goodtimes.  <3,1
Never made it to the gym so will be doing my blowout sans thong wearing company. Phew! But bummer on missing workout,0
Why the **** can`t I be over this ??? I feel like crying bit I realy don`t want to  why is this bothering me sooooooo much !?,0
ugly girls always insist on making ugly faces!  ugh!,0
tummy hurts,0
been there  sucks like hell.,0
Is it culture day? Love it. I`m telling you graf culture in the study,1
"listening to MCR, watching DVD`s, chocolate hehe  awesome",1
"hate working when its sunny,boohoo",0
very nice...i cleared my head,1
"Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",0
Good Morning. It`s Friday and the start of my work week  But... Lakers are going to take the 4th W tonight. Woohoo GO LAKERS!!!!,1
I feel like a Truck just hit me too! I also Resemble a man hit by a truck!,0
"When youre kawawa, you make me kawawa cuz i hate seeing you so kawawa`s  ohhhhh <3",0
SICK again,0
Ha I got another #followfriday. take that ! oh... your listed too... thanks a lot  ya jerk.,1
_ken that sucks  If only I was there to hang out.,0
"_Henrie hey david, you`re hot",1
is enjoying the night with her folks.,1
http://bit.ly/izhdy  here looove.,1
"Wow, its hot and miserable. People are probably killing themselves right about now...",0
I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,0
I wish I could...but I`m @ work when she`s on...,1
Just lost Internet.  And I was in a raid for 25 OS.,0
Oh gosh I hope so. How fun!,1
Just ignore it.....and get sum rest...get rid of that headache,1
Thank you! I appreciate that.,1
"_j 4ever, it was in she`s the man aswell  I love them now. I want gossip girl too! Have decided summer = spending lots.",1
i hear you.. it pisses me off haha,0
its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha. and you cant wear it! lame,0
"I`d love to, but i`m all the way in India.",1
thanks! You`re the first one to wish me a happy mother`s day,1
I think I would be a good radio dj...I like awesome music and I have a great personality!!!!  ;) !!!   !!!,1
wow my trip to tampa has come to an end...,1
****! tying run is on 2nd!  let`s hold em` Raiders!,0
i met one of the nerdiest servers at chili`s today lol... he was awesome and i was his favorite,1
Amazing night at the drive in,1
"may gray, coldplay, and nice showers...work at 2",1
"the downside of getting TDL 3 days early is that i won`t have time to read it til next week anyway!  but still, hurrah *clutches it close*",1
Just got home from another amazing night,1
made this for you when i got home from wango tango http://bit.ly/1UjzQ    what a wonderful day.,1
My right ear`s been blocked up today  bit like when you`ve got water in it. Any idea`s 2 clear it? don`t like putting liquid in,0
CRYING CUZ PEOPLE WONT FOLLOW ME!!!!!!!,0
oh yes! I was amazed! It was so nice! Next we can go drive it! That`s if they trust us! Haha,1
Hmmm. http://www.djhero.com/ is down,0
Same! And big moths and wasps and just insects in general HAHA I hate them,0
"Ntah, I really wanna be there",1
Hey  sorry about your headahce,0
aww I miss driving down elmwood,0
yea I was about to call you shallow but you saved yourself by saying he makes good music,1
lol  I`m sure it would be the most kick azz version we`ve ever heard!,1
_marie Justin Timberlake is sooo funny!!,1
Up already  Nooooooo!,0
Where can I get nice food for Mam down the Bay that a) is likely to have room for 3 tonight and b) isn`t the mingin` burger kitchen,1
bless her lil socks... think they need to rethink the age thing me,1
HAPPY MOTHERS DAY!! LOVE YOU GUYS...,1
Steam Punlk fashion show at Anime North and for the first year since TorCon we aren`t back til  & missed it,0
When God created man i also believed he created a million people to get on ya **** for a laff,0
"ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x",1
She must have a very adwancrd sense of humor!  That`s funny,1
"Not feeling very good at all, why does this have to happen today of all days? Not going to friends tonight",1
I`m not ditchin i`m barfin so sorry guys  ESOTSM;,0
Still awake can`t fall asleep I`m not one bit sleepy,0
I find this tune to be very sexy. Smooth... have a lovely day  ? http://blip.fm/~5yzb6,1
"ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",0
"last time I looked, they were about 400. They gave us a demo, so cool",1
I want to buy this great album but unfortunately i dont hav enuff funds  its 'long time noisy',0
_om 'If I should paint my fingernails green- oh and it just so happens I do paint them green...'  Marvelous,1
The sun is shining  Have a great day,1
"sigh.. stayed up late cause was on a role w/ assessment, now I`m so tired my eyes r stinging & my head hurts.. & I still need 500 words",0
My TI89 died. I don`t know why.,0
just said goodbye to the younger bro.  #misshimalready,0
So tired.,0
I feel like I haven`t talked to you in a really really long time.,0
I hate that I am so stinkin tired everyday!  It`s so hard to get up...I thought I was supposed to start getting energy back now.,0
shattered! PWG botched his hybrid dolphin shirt order and sent him xl,0
http://twitpic.com/4wbn6 - my hubby and his adoarble baby brother,1
there wasn`t enough room for me...,0
_jonas101 WOW they`re totally amazing and they`re more than awesome,1
supposed to be visiting Austin Sun-Thurs..but not feeling well since vaca.  Would`ve said hello for sure!,0
kittens are cute then they grow up n become CATS,1
"****, so many good deals...you guys have a conspiracy to steal all my money",1
well if i use all my tweets will be the push to make me go to the shop. and by the time im back it will be over hopefully,1
Sorry we couldn`t get the project working with the windoze laptop  but a ton of folks came up afterwards and saw it running,0
why am i up so early,0
well my daughter is 20 now...thats why I said `I miss those days`...they go by sooo fast,0
"I can`t wait to start my weekend. I`m so sick of working, I have to self-medicate, and I`m fresh out of herb",0
hey Samantha welcome  and happy mother`s day!!,1
ans so the lion.......kicked the dogs ****!!!!,0
awww  omg garbo fake playing during one of the songs!!! haha,0
All of you can have fun tweeting all day while im cleaning hair  LOL,1
Really wishes he had some spare cash to buy the new Punch Out for Wii,0
"Soon we are going to look at a cabaret, it`s going to be fun!",1
You don`t reply to none of your fans ... I don`t know what trust,0
"I get motivated by the fact that I know I`ll wake up and be more productive if I go, then if I sleep in, just me though",1
missed out on westcott micro apollo too,0
yayy  you`ll can help me im doing my english homeworks which i had to do during the holidays >.<,1
"I`ve run out of earl grey, so having lemon tea instead, then whb for me too",0
I`m sure Mayor Brainard will be thrilled to hear that you`re a fan.,1
"and : Aww, thank you!  I love you girls<333333",1
Just ate way to many chocolate animal crackers,0
"- well i greatly appreciate your comment.  That means a lot to me.  I`m working on both of them...work in progress, you know.",1
"Math was not fun at all. Oh well, i get to cook as soon as i get home.",0
Jumping im the shower after a long day of work  it shall feel ahmazing I CAN MATH!,1
"i think i just about have all my info syncing properly between my mac, mobile me, and iphone. yay! finally",1
"ending my evening on the best note.  i will love you forever, tweets.",1
Ow. Sunburn hurts!,0
_benson Loved it! You continue to delight us Amber.    Great job on the backing and the video by . Kudos.,1
"Screw it goin back to bed,,ill just go tomorrow ,,,,,kinda sad",0
"Going lay down, I`ll get up officially @ 1! Yes 1! lol Good(night) again!",1
what about me  I miss you too!,0
Yeah they are! So stop making fun of me! I gotta get new ones,0
just wanted to say that I <3 ur music(both the scene aesthetic n Danger Radio) Hopefully i will get to see u guys 1 day,1
Just had a lovely walk with my dog ( all on my own! )...In the dark  But it was a nice walk though HEHE x.,1
Today is my first Mothers Day with my little boy. Hope you`re having a beautiful Mothers Day too,1
i wanna leave work already! Not feelin it 2day,0
Hope you mom is okay,1
really? I hate the mobile twitter..its hard to tweet with a sidekick,0
"not to sound preachery or anything, but my iphone is amazing.  haven`t had an issue since the 2.0 firmware   {wink wink}",1
is excited!  http://plurk.com/p/stk04,1
"I`m a giver, and life rewards the takers.  We givers make takers possible, but we get no appreciation for what we do--we just get taken.",0
got it? good. HAPPY MOTHERS DAY!,1
I`ve been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I`m very disappointed,0
"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack",0
i`m so happy i aced my final!,1
going to a garden centre today. should be funn :/ currently drinking egyptian spice tea and watching hollyoaks,1
"_za its not fruit, its those sugar covered sweets. My tummy is not happy",0
Well thatï¿½s disappointing to hear.,0
@_supernatural_ http://twitpic.com/66l83 - i liked old ruby best.,1
"I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",1
cooking with my dad  having lots of fun in the kitchen together,1
They changed the way Golden Gaytimes are made. They used to be awesome.,1
"I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go.",0
"lol simpsons S20E19: 'first day at your new school, so lisa: have fun!   and bart:  DON`T!'",1
Just one of those days.... I pray it will get better..,1
"thank you  btw, if u`re wondering, you can check out the 'Fuel' brand here (  )",1
im very much excited to go back to school,1
I need a hug cuz these garbage truck men keep driving next to me whistling and Im working too hard 2 graduate...,1
it didnt  - from research the traffic in this beautiful system of twitter is approx 100msg/second.. mine only grabs 6msg/sec,1
Oh no.... Trouble in paradice,0
My mom doesn`t have twitter but imma post this anyway ..... I love you mommy,1
"yeah, but Mr. Mom`s I would say, appreciate their wives much more than the avg dad   I have a new found respect for mothers now",1
"Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I`m sure",1
CONGRATULATIONS on the test!,1
thanks!,1
"- No work, but gotta be here till 9pm  Enna kodumai sir idhu...",0
"My original non-Yahoo acc. was deleted when they got bought-out  But it`s not too bad, I don`t receive any Yahoo-spam from it.",1
House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can`t even Imagine Unpacking :-P,0
"Thanks, none close to me.",1
"have a nice time, with plenty of dreams",1
is gonna go yoga-ing with a jumbo cup of coffee!!!!! Thinking about it is making her very happy!!,1
omg! I saw ur update nd it said 'David Archuleta'!!!! lol. They shoulda had more David on it! <33 David`s awsome!!  t4p!,1
"Hi! Waking up, and not lazy at all. You would be proud of me, 8 am here!!! Btw, nice colour, not burnt.",1
"do not go to moes mexican grill, it is TOO spicy!",0
everyone vote for  for the mtv movie awards coz my comp is mashed up and wont let me vote!  i will somehow!!!!!!,0
thanks I`ll check it out! i`ll be staying a Thursday night though,1
are u planning on doing cardio for 1.5 hrs? If so that`s very reasonable  whatcha do last night?,1
"Great. Now there`s a cloud that`s really, really dark grey right outside my office window. This sure has a lotta precip with it.",1
my knee is hurting so bad im limping...so we get to suffer through work together,0
you can see the coffee table again!! ...so when r u cominging  over 2 insult me into cleaning the rest of the house?,0
off to pearlyn`s place - gran`s bday + mothers` day dinner tonight!  mom went for adults` svc today!!!  (L) happy mothers` day moms!,1
hey chocolate chips is good.  i want a snack too but i`m out of snacks.,1
() Oh snap... kinda nuts right now... :  I`ve told at least 27  Thanks babes.,1
Happy Mothers May to my Mak   Love you always! XOXO.,1
have a Happy Trip!!,1
Out for ultimate training. looking forward to the sunset!,1
_ http://twitpic.com/4wi78 - hmm thats the BU tour list...but thats so cool!  and why does it say 2008?...,1
a good girl nevah tells hahahahaha! hope you had a good weekend,1
http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,0
"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)",1
can`t stop smiling  i`m in the best mood right now!!!!!,1
thanks for finding the amusing rubiks pictures tonight. making my evening via  ...,1
baby I`m in maryland I`m NOT gonna make it  BUT I will see ur sexy **** next sat in camden VIP....come early n hang!!!!!,1
The one and the same! Should be a good gig,1
pups I would LOVE to..BUTT I will be saving lives Saturday night  although I know I am missing a BLAST,1
"Awhhh age doesn`t matter, you awesome lady you!",1
I can`t believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift!,0
"the next 2 weeks, exam wise, are AWFUL. there are 8 exams and I don`t see how I can adequately revise all of them  I care least about...",0
Goooosh! Someone payed my LastFM subscription  ^^,1
"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",0
Happy Star Wars Day  May the fourth be with you!,1
but it`s fun when they blatantly ignore the advice,1
justin timberlake + snl = awesome ... dude should just become a regular,1
hope this day will be nice as the sun that are upon us,1
Sam can go shoot her self.,0
Yeah  The entire time I was all *swoon* b/c of his eyes..... *swoons thinking about it*,0
Nothing good at the five dollar sale.,0
just watched it on youtube and its hilarious. i laughed trough it.. seriously guys so funny.. greetings from Germany...,1
Downtown drinking celebrating the cavs victory!!!,1
With  walking the streets of Harlem. Home sweet home,1
I envy everyone on AOTS...,1
Had a good end to a busy day and now I`m off to bed with a full belly of sushi,1
Grrrr....I got the wrong size coat for the sheep,0
"oh no, i need new work shoes...i broke this one!",0
Happy mother`s day to you as well!  Have a good one!,1
@_Bella_Cullen13 posted and its good,1
bad mood and i dont feel good. too bad no one cares,0
"I tried to translate your tweet using google translation service, but it just spat it out back out at me",0
Getting the FAB portraits ready to upload today,1
"Funnily enough, Roland is President of my social club!",1
Birthday tomorrow. Doing jack **** all weekend,0
"Love sundays. Especially when F1 is on!! Still in PJ`s, no plans to get out of them any time soon",1
my head feels sooooooooooo much better,1
"Jonas and Demi, I miss you  / NIIICK, in my soul, ASASGDYGYASDGY ?",0
"You are very, very good. Why didn`t I think of that?",1
done with the photo album  as im a good person so i make it quite private for now. pity you ben haha,1
Good Morning  Hows u ?,1
Happy Mothers day to all mums,1
is house bound with acute mumps  bad times.... whole day ov supernatural me thinks  x,0
Do you have a facebook page? If not I`ll email you pictures of my bangs. If you don`t like them I`ll blame the kitties.,0
_de_B You have to email her - she only gets what people want in so they aren`t on the site. Shame about the trousers,0
lol nice  I loved that concert! Aha u gonna post these pics,1
Saw the UCLA bookstore...now convinced that every single major university has a better bookstore than    Having fun so far!,1
busy exam week coming up! always look on the bright side of life  *whistle*,1
Didn`t make to my cousin`s yacht convention. Hope he doesn`t get upset. And hope he won.,1
"aw, gutted",0
"Thanks! I love it they have a video, so you don`t need to download if they don`t offer everything you want  Will try!",1
sounds like a great idea.  wish I could make it,1
Oh yea! I didn`t think it was open yet! They took over Ben & Jerry`s.  I loved that place.,1
Nite. Now I`m up n bored as opposed to almost sleep frm b 4,0
"Getting some DMs asking where I fell off to the past few days  I was sick, but am all better now. I appreciate the concern! Game On!",1
Smiling!  These guys are!    Turn up your speakers and SMILE~life is good! http://www.imtiredonline.com/smile/,1
cookies are good,1
_785 yeah now I`m done BUT I have to work all weekend  I`m sooooo bummed about it,0
Eli in the ER  they pricked his finger for blood sugar and he was trying not to cry http://twitpic.com/67z2q,0
my little booboo is sick,0
"Aww, congrats to the family. ;) Send me piccies in the email!",1
Well I *did* put in a good innings...sweared at the brother in law..was in fine form,1
oh no not difficult. It`s just nuts that`s how you have to market yourselves on home turf,1
tomorrow is mothers day. so good food & presents for mom. good to be back & go to the junction with the coolest people at ollies,1
"Shopping. Cleaning. BMFing. Webcam chatting with nephews. Nothing spesh, but a good bank holiday Monday nonetheless",1
cut yourself a slice of cheese cake.. it makes everything better,1
no class the next two days...but work  everyday from today til next wednesday  so sad,0
Happy Mothers Day,1
_B_ Shes bad they won`t sort her out and is in a lot of pain,0
I just wanna be better already,1
walking back 2 wk. Its a beautiful day. had 2 njoy it b4 it rains,1
on my way to work! I am gonna miss general hospital,0
haha it will be interesting haha,1
I`m not having a good day... can u cheer me up with a tweet?  Even Tink will do. LOL.,0
"Would like to remind people that I am OUT of Kansai Scene, and whatever the current issue is like, I have had nothing to do with it",0
Yay! Lets welcome Mrs Mcnugget to twitterverse!,1
movie out today but i cant go see it,0
says karma strikes more than twice!  http://plurk.com/p/rqk2z,0
At the Spoke Club - fell in love with Tom Arnold all over again (not Rosie`**** definitely different)... Lucky moi,1
"I want to see my friends  Mindless fun. No work, all play. All drunk, all walwal. All being mean to each other and sleeping in one bed",1
Getting ready for my graduation party ........(id much rather be at Hello Marquee or Dane Cook),0
juss dropped the wife off I love her so,1
i saw a piece of that movie...loved it,1
"Hey girl!  Yeah, my allergies kick in at the most random times. Hmph.",0
_Johnson: have a good night,1
I hate waiting in lines,0
You bet!...I`ll be there in spirit (I`m in the UK really LOL) Like the pic BTW ****  x,1
You are welcome.,1
loves finding new followers,1
shweeeeet!,1
REALLY?? oh.. sorry yall  lol,0
Tonight @ 10 on The Northland`s NewsCenter we kick off a week long look at Great Summer Getaways in the Northland! Don`t miss it!,1
